id,drug_text
645,"Glycopyrronium formulated as a topical cloth is indicated to treat primary axillary hyperhidrosis in patients ≥9 years,[L4755] and an inhalational solution is indicated for long term maintenance of airflow obstruction in COPD.[L33105] A glycopyrronium intravenous and intramuscular injection is indicated in adults and pediatric patients to reduce the volume and acidity of gastric secretions, reduce airway secretions, and block cardiac inhibitory reflexes during the induction of anesthesia and intubation; to treat surgically-induced, drug-induced, or vagal reflex associated arrhythmias intraoperatively; and to prevent peripheral muscarinic effects of cholinergic drugs.[L33120] The same injection is indicated in adults as an adjunct therapy in the treatment of peptic ulcers, as is an orally disintegrating tablet formulation.[L33120,L39615] An oral solution is indicated to treat excessive drooling associated with neurologic conditions in patients aged 3-16 years.[L33140] Glycopyrronium and [budesonide][L33145] can be formulated with [formoterol] fumarate for the maintenance of COPD.[L33150]Glycopyrronium, also known as NVA237 or glycopyrrolate, is a racemic mixture of two enantiomers.[L33110] They are both quaternary ammonium compounds and long acting muscarinic antagonists.[L33110] It is one of the most commonly prescribed anticholinergic medications.[A233535,A233540] Early research into glycopyrronium use was for its indication as an adjunct therapy in the treatment of peptic ulcers.[A233570,L33090] Later research, taking advantage of the systemic distribution of muscarinic receptors through the body, found that glycopyrronium could also be used for reducing sweat gland,[L4755] oral,[L33140] airway, and gastric secretions;[L33120] as well as reducing cardiac inhibitory reflexes;[L33120] and reducing bronchoconstriction in COPD.[L33105] Glycopyrronium is commonly prescribed as a first line treatment for a wide variety indications and is considered to have a wider therapeutic window than [tiotropium].[A233565]    Glycopyrronium was originally granted FDA approval on 11 August 1961.[L33090]Glycopyrronium is a quaternary ammonium compound that is one of the most commonly prescribed long acting muscarinic antagonists.[A233535,A233540,L33110] Glycopyrronium slowly dissociated from muscarinic receptors, leading to a long duration of action.[A18287] It has a wider therapeutic index than other anticholinergic medications, such as [tiotropium].[A233565] Patients should be counselled regarding the risk of worsening urinary retention, risk of overheating, and transient blurred vision.[L4755]Glycopyrronium is a muscarinic antagonist with the highest affinity for M1 receptors, followed by M3, M2/M4, and M5.[L33115]     Muscarinic receptors M1 to M4 are found in the lung, although M3 is predominantly responsible for bronchoconstriction and airway secretions.[A18287,L33145,L33115] Secretions from salivary[A233545] and sweat[A233550] glands, as well as gastric acid secretions,[A233555] are also predominantly mediated by the M3 receptor. Salivary[A233545] and gastric acid[A233555] secretions are also partially mediated by the M1 receptor. Antagonism of these receptors decreases the volume of their respective secretions, and in the case of the gastrointestinal system, reduces the acidity of the stomach.[A233560]    In the cardiovascular system, muscarinic receptors M1 to M5 are all present, however the function of M5 has not been described in literature.[A233560] Under normal circumstances, stimulation of the vagal nerve lowers the heart rate, potentially leading to intraoperative bradycardia.[A233560] Studies in mice suggest that this stimulation is predominantly mediated by the M3 receptor, and mutant knockout mice are not susceptible to these effects.[A233560]"
646,"For the treatment of acute non-lymphocytic leukemia, acute lymphocytic leukemia and blast phase of chronic myelocytic leukemia.    Cytarabine is indicated in combination with [daunorubicin] for the treatment of newly-diagnosed therapy-related acute myeloid leukemia (t-AML) or AML with myelodysplasia-related changes (AML-MRC) in adults and pediatric patients 1 year and older.[L32843]A pyrimidine nucleoside analog that is used mainly in the treatment of leukemia, especially acute non-lymphoblastic leukemia. Cytarabine is an antimetabolite antineoplastic agent that inhibits the synthesis of DNA. Its actions are specific for the S phase of the cell cycle. It also has antiviral and immunosuppressant properties. (From Martindale, The Extra Pharmacopoeia, 30th ed, p472)Cytarabine is an antineoplastic anti-metabolite used in the treatment of several forms of leukemia including acute myelogenous leukemia and meningeal leukemia. Anti-metabolites masquerade as purine or pyrimidine - which become the building blocks of DNA. They prevent these substances becoming incorporated in to DNA during the ""S"" phase (of the cell cycle), stopping normal development and division. Cytarabine is metabolized intracellularly into its active triphosphate form (cytosine arabinoside triphosphate). This metabolite then damages DNA by multiple mechanisms, including the inhibition of alpha-DNA polymerase, inhibition of DNA repair through an effect on beta-DNA polymerase, and incorporation into DNA. The latter mechanism is probably the most important. Cytotoxicity is highly specific for the S phase of the cell cycle.Cytarabine acts through direct DNA damage and incorporation into DNA. Cytarabine is cytotoxic to a wide variety of proliferating mammalian cells in culture. It exhibits cell phase specificity, primarily killing cells undergoing DNA synthesis (S-phase) and under certain conditions blocking the progression of cells from the G1 phase to the S-phase. Although the mechanism of action is not completely understood, it appears that cytarabine acts through the inhibition of DNA polymerase. A limited, but significant, incorporation of cytarabine into both DNA and RNA has also been reported."
647,"For the correction of hemodynamic imbalances present in the shock syndrome due to myocardial infarction, trauma, endotoxic septicemia, open-heart surgery, renal failure, and chronic cardiac decompensation as in congestive failureOne of the catecholamine neurotransmitters in the brain.  It is derived from tyrosine and is the precursor to norepinephrine and epinephrine. Dopamine is a major transmitter in the extrapyramidal system of the brain, and important in regulating movement. A family of receptors (receptors, dopamine) mediate its action.Dopamine is a natural catecholamine formed by the decarboxylation of 3,4-dihydroxyphenylalanine (DOPA). It is a precursor to norepinephrine in noradrenergic nerves and is also a neurotransmitter in certain areas of the central nervous system, especially in the nigrostriatal tract, and in a few peripheral sympathetic nerves. Dopamine produces positive chronotropic and inotropic effects on the myocardium, resulting in increased heart rate and cardiac contractility. This is accomplished directly by exerting an agonist action on beta-adrenoceptors and indirectly by causing release of norepinephrine from storage sites in sympathetic nerve endings.Dopamine is a precursor to norepinephrine in noradrenergic nerves and is also a neurotransmitter in certain areas of the central nervous system. Dopamine produces positive chronotropic and inotropic effects on the myocardium, resulting in increased heart rate and cardiac contractility. This is accomplished directly by exerting an agonist action on beta-adrenoceptors and indirectly by causing release of norepinephrine from storage sites in sympathetic nerve endings. In the brain, dopamine acts as an agonist to the five dopamine receptor subtypes (D1, D2, D3, D4, D5)."
648,"For the treatment of mild to moderate dementia associated with Parkinson's disease or of the Alzheimer's type.Rivastigmine is a parasympathomimetic or cholinergic agent for the treatment of mild to moderate dementia of the Alzheimer's type. Rivastigmine is a cholinesterase inhibitor that inhibits both butyrylcholinesterase and acetylcholinesterase.Rivastigmine is a parasympathomimetic and a reversible cholinesterase inhibitor. An early pathophysiological feature of Alzheimer's disease that is associated with memory loss and cognitive deficits is a deficiency of acetylcholine as a result of selective loss of cholinergic neurons in the cerebral cortex, nucleus basalis, and hippocampus. Tacrine is postulated to exert its therapeutic effect by enhancing cholinergic function. While the precise mechanism of rivastigmine's action is unknown, it is postulated to exert its therapeutic effect by enhancing cholinergic function. This is accomplished by increasing the concentration of acetylcholine through reversible inhibition of its hydrolysis by cholinesterase. If this proposed mechanism is correct, rivastigmine's effect may lessen as the disease progresses and fewer cholinergic neurons remain functionally intact.Rivastigmine is a carbamate derivative that is structurally related to physostigmine, but not to donepezil and tacrine. The precise mechanism of rivastigmine has not been fully determined, but it is suggested that rivastigmine binds reversibly with and inactivates chlolinesterase (eg. acetylcholinesterase, butyrylcholinesterase), preventing the hydrolysis of acetycholine, and thus leading to an increased concentration of acetylcholine at cholinergic synapses. The anticholinesterase activity of rivastigmine is relatively specific for brain acetylcholinesterase and butyrylcholinesterase compared with those in peripheral tissues."
649,"For the treatment of advanced breast cancer in postmenopausal women whose disease has progressed following tamoxifen therapy.Exemestane is an oral steroidal aromatase inhibitor used in the adjuvant treatment of hormonally-responsive (also called hormone-receptor-positive, estrogen-responsive) breast cancer in postmenopausal women. It irreversibly binds to the active site of the enzyme resulting in permanent inhibition.Aromatase is an enzyme that converts hormones to estrogen in the body's adrenal glands. The aromatase inhibitors (AIs) are drugs that reduce estrogen levels by blocking the action of aromatase in the adrenal glands. The selective AIs (SAIs) selectively reduce levels of estrogen without interfering with levels of other steroid hormones that are produced by the adrenal gland. Drugs in this class include anastrozole (Arimidex &trade;), letrozole (Femara &trade;) and exemestane (Aromasin &trade;).Breast cancer cell growth may be estrogen-dependent. Aromatase (exemestane) is the principal enzyme that converts androgens to estrogens both in pre- and postmenopausal women. While the main source of estrogen (primarily estradiol) is the ovary in premenopausal women, the principal source of circulating estrogens in postmenopausal women is from conversion of adrenal and ovarian androgens (androstenedione and testosterone) to estrogens (estrone and estradiol) by the aromatase enzyme in peripheral tissues. Estrogen deprivation through aromatase inhibition is an effective and selective treatment for some postmenopausal patients with hormone-dependent breast cancer. Exemestane is an irreversible, steroidal aromatase inactivator, structurally related to the natural substrate androstenedione. It irreversibly binds to the active site causing permanent inhibition necessitating de novo synthesis to restore enzymatic function. Exemestane significantly lowers circulating estrogen concentrations in postmenopausal women, but has no detectable effect on the adrenal biosynthesis of corticosteroids or aldosterone. This reduction in serum and tumor concentrations of estrogen delays tumor growth and disease progression. Exemestane has no effect on other enzymes involved in the steroidogenic pathway up to a concentration at least 600 times higher than that inhibiting the aromatase enzyme."
650,"Used to relieve the inflammation, swelling, stiffness, and joint pain associated with rheumatoid arthritis and osteoarthritis.Oxaprozin is a non-narcotic, non-steroidal anti-inflammatory drug (NSAID), used to relieve the inflammation, swelling, stiffness, and joint pain associated with osteoarthritis and rheumatoid arthritis.Oxaprozin is a nonsteroidal anti-inflammatory drug (NSAID) with analgesic and antipyretic properties. Oxaprozin is used to treat rheumatoid arthritis, osteoarthritis, dysmenorrhea, and to alleviate moderate pain.Anti-inflammatory effects of Oxaprozin are believed to be due to inhibition of cylooxygenase in platelets which leads to the blockage of prostaglandin synthesis. Antipyretic effects may be due to action on the hypothalamus, resulting in an increased peripheral blood flow, vasodilation, and subsequent heat dissipation. Oxaprozin is a non-selective NSAID, with a cell assay system showing lower COX-2 selectivity implying higher COX-1 selectivity.   "
651,"For topical use, in combination with 570 to 670 nm wavelength red light illumination, in the treatment of non-hyperkeratotic actinic keratoses of the face and scalp in immunocompetent patients when used in conjunction with lesion preparation (debridement using a sharp dermal curette).Methyl aminolevulinate is a prodrug that is metabolised to Protoporphyrin IX (a photosensitizer) used in photodynamic therapy.After topical application of methyl aminolevulinate, porphyrins will accumulate intracellularly in the treated skin lesions. The intracellular porphyrins (including PpIX) are photoactive, fluorescing compounds and, upon light activation in the presence of oxygen, singlet oxygen is formed which causes damage to cellular compartments, in particular the mitochondria. Light activation of accumulated porphyrins leads to a photochemical reaction and thereby phototoxicity to the light-exposed target cells.Photosensitization following application of methyl aminolevulinate cream occurs through the metabolic conversion of methyl aminolevulinate (prodrug) to photoactive porphyrins (PAP), which accumulates in the skin lesions to which the cream has been applied. When exposed to light of appropriate wavelength and energy, the accumulated photoactive porphyrins produce a photodynamic reaction, resulting in a cytotoxic process dependent upon the simultaneous presence of oxygen. The absorption of light results in an excited state of porphyrin molecules, and subsequent spin transfer from photoactive porphyrins to molecular oxygen generates singlet oxygen, which can further react to form superoxide and hydroxyl radicals."
652,"Azathioprine is indicated to treat rheumatoid arthritis and prevent renal transplant rejection.[L11214]Azathioprine is a prodrug of 6-mercaptopurine, first synthesized in 1956 by Gertrude Elion, William Lange, and George Hitchings in an attempt to produce a derivative of 6-mercaptopurine with a better therapeutic index.[A189678,A189687,A189690] Azathioprine is used to treat inflammatory conditions like rheumatoid arthritis and as an immunosuppressant in the prevention of renal transplant rejection.[L11214]    Azathiprine was granted FDA approval on 20 March 1968.[L11214]Azathioprine is an immunosuppressive agent which functions through modulation of rac1 to induce T cell apoptosis, as well as other unknown immunosuppressive functions.[A19872] It has a long duration of action as it is given daily, and has a narrow therapeutic index.[L11214] Patients should be counselled regarding the risk of malignancies of the skin and lymphomas.[L11214]Azathioprine's mechanism of action is not entirely understood but it may be related to inhibition of purine synthesis, along with inhibition of B and T cells.[A19872]    6-thioguanine triphosphate, a metabolite of azathioprine, modulates activation of rac1 when costimulated with CD28, inducing T cell apoptosis.[A19872] This may be mediated through rac1's action on mitogen-activated protein kinase, NF-kappaB.[A19872]"
653,"Oral neomycin sulfate is indicated as an adjunctive therapy in hepatic coma (portal-system encephalopathy) by reducing ammonia-forming bacteria in the intestinal tract. It is strongly recommended that oral neomycin is only used in infections that are proven or strongly suspected to be caused by susceptible bacteria to reduce the risk of the development of drug-resistant bacteria.[L11979]    Neomycin, in combination with polymyxin B sulfates and hydrocortisone in otic suspensions, is used in the treatment of superficial bacterial infections of the external auditory canal caused by organisms susceptible to the antibiotics. This otic formulation is also used in the treatment of infections of mastoidectomy and fenestration cavities caused by organisms susceptible to the antibiotics.[L10532]    The ophthalmic solution containing neomycin in combination with polymyxin B sulfates and dexamethasone is used to treat steroid-responsive inflammatory ocular conditions for which a corticosteroid is indicated and where bacterial infection or a risk of bacterial infection exists.[L10716]Neomycin is a broad-spectrum aminoglycoside antibiotic drug that is derived from the metabolic products of _Streptomyces fradiae_.[L11979] Neomycin is a complex comprised of three components, neomycin A, B, and C.[A191529] Neomycin B, also known as [framycetin], is the most active component of the complex and neomycin C is the isomer of neomycin B, making these two stereoisomers the active components of neomycin.[A175042,A191529] Neomycin A, or [neamine], is a moiety that conjoins two molecules of neomycin B and C together.[A175042] Neomycin is active against both gram-positive and gram-negative organisms and mediates its pharmacological action by binding to bacterial ribosomes and inhibiting protein synthesis, which is crucial for the survival of bacteria.[L11985]     Neomycin sulfate is the most common form for pharmaceutical preparations; because the compound is a complex, the amount of neomycin in products is measured in units.[A191529] Neomycin sulfate as monotherapy is available in an oral solution for adjunct use in the treatment of hepatic coma.[L10716] Neomycin is also available in over-the-counter topical products to prevent minor skin infections.Neomycin mediates its bactericidal action by inhibiting bacterial protein synthesis, thereby suppressing the growth and survival of susceptible bacteria. Following oral administration, the duration of bactericidal activity of neomycin ranged from 48 to 72 hours.[L11979] By decreasing colonic bacteria that produce ammonia, neomycin was shown to be effective as an adjunctive therapy in hepatic coma to improve neurologic symptoms.[L11979,L11985]     Neomycin is active against both gram positive and gram negative organisms, including the major _E. coli_ species resident in the colon as well as the enteropathogenic forms of _E. coli_.[L11985] It is also active against _Klebsiella_-_Enterobacter_ group.[L11979] Resistant strains of _E. coli_, _Klebsiella_ and _Proteus spp_. may emerge from neomycin therapy.[A191529] Neomycin has no antifungal activity and has some activity against some protozoa.[A175042]Like other aminoglycoside antibiotic drugs, neomycin inhibits bacterial ribosomes by binding to the 30S ribosomal subunit of susceptible bacteria and disrupting the translational machinery of bacterial protein synthesis.[A15783,T28] Bacterial translation is normally initiated by the mRNA binding to the 30S ribosomal subunit and subsequent binding with 50S subunit for elongation.[T28]"
654,"Used in the treatment of active, progressive or destructive forms of inflammatory arthritis, such as adult rheumatoid arthritis.Auranofin is a gold salt that is capable of eliciting pharmacologic actions that suppress inflammation and stimulate cell-mediated immunity. It has subsequently been listed by the World Health Organization as a member of the antirheumatic agent category. Auranofin appears to induce heme oxygenase 1 (HO-1) mRNA. Heme oxygenase 1 is an inducible heme-degrading enzyme with anti-inflammatory properties.Auranofin is a gold salt used in treating inflammatory arthritis. Gold salts are called second-line drugs because they are often considered when the arthritis progresses in spite of antiinflammatory drugs (NSAIDs and corticosteroids).Inflammatory arthritis can cause joint swelling, warmth, pain, and tenderness; one cause of this condition is rheumatoid arthritis.[L32358] In patients with rheumatoid arthritis, gold salts such as auranofin can be administered to decrease joint inflammation and prevent the destruction of bones and cartilage. Though the mechanism of action of auranofin is not fully established in rheumatoid arthritis, this drug has been shown to inhibit phagocytosis and the release of antibodies and enzymes that play a role in cytotoxic reactions, suppressing the inflammatory response.[A230888,A230968]     Aside from its probable immune effects in inflammatory arthritis, studies have shown that auranofin inhibits thioredoxin reductase. This enzyme has various roles in cell homeostasis, including the regulation of free radicals.[A230888,A230928] Thioredoxin reductase can be over expressed in various types of tumours, rendering it an attractive target for anticancer drug development.[A230943] Studies have shown that inhibiting thioredoxin reductase can cause oxidative stress and apoptosis of tumour cells by increasing the formation of free radicals. Aurofin's thiol ligand binds with high affinity to thiol and selenol groups, forming irreversible reaction products.[A230888] One study showed that treatment with auranofin increased the production or reactive oxygen species and caused elevation of intracellular calcium concentration in platelets, leading to cell death.[A230943] Another study showed that auranofin enhanced the production of free radicals, governing T-cell activation.[A230893]"
655,"In the United States, gabapentin is officially indicated for the treatment of postherpetic neuralgia in adults and for the adjunctive treatment of partial-onset seizures, with or without secondary generalization, in patients 3 years of age and older.[L8717] In Europe, gabapentin is indicated for adjunctive therapy in the treatment of partial-onset seizures, with or without secondary generalization, in patients 6 years of age and older and as monotherapy in patients 12 years of age and older. It is also used in adults for the treatment of various types of peripheral neuropathic pain, such as painful diabetic neuropathy.[L8732]Gabapentin is a structural analogue of the inhibitory neurotransmitter gamma-aminobutyric acid ([GABA]) that was first approved for use in the United States in 1993.[L8717] It was originally developed as a novel anti-epileptic for the treatment of certain types of seizures[A186277,A186143] - today it is also widely used to treat neuropathic pain.[A14097,A186179] Gabapentin has some stark advantages as compared with other anti-epileptics, such as a relatively benign adverse effect profile, wide therapeutic index, and lack of appreciable metabolism making it unlikely to participate in pharmacokinetic drug interactions.[A186143,A185981,L8717]. It is structurally and functionally related to another GABA derivative, [pregabalin].Gabapentin is an anti-convulsant medication that inhibits the release of excitatory neurotransmitters, allowing for its use against pathologic neurotransmission such as that seen in neuropathic pain and seizure disorders.[L8717,L8732] It has a wide therapeutic index, with doses in excess of 8000 mg/kg failing to cause a fatal reaction in rats.[L8765]    Gabapentin is ineffective in absence seizures and should be used in caution in patients with mixed seizure disorders involving absence seizures. Gabapentin has been associated with drug reaction with eosinophilia and systemic symptoms (DRESS), otherwise known as multi-organ hypersensitivity. This reaction can prove fatal and early symptoms such as fever, lymphadenopathy, and rash should be promptly investigated.[L8717,L8720,L8732]The precise mechanism through which gabapentin exerts its therapeutic effects is unclear.[L8717,L8720] The primary mode of action appears to be at the auxillary α2δ-1 subunit of voltage-gated calcium channels (though a low affinity for the α2δ-2 subunit has also been reported).[A186179,A14097,A186277] The major function of these subunits is to facilitate the movement of pore-forming α1 subunits of calcium channels from the endoplasmic reticulum to the cell membrane of pre-synaptic neurons.[A186179] There is evidence that chronic pain states can cause an increase in the expression of α2δ subunits and that these changes correlate with hyperalgesia.[A14097] Gabapentin appears to inhibit the action of α2δ-1 subunits, thus decreasing the density of pre-synaptic voltage-gated calcium channels and subsequent release of excitatory neurotransmitters.[A186179] It is likely that this inhibition is also responsible for the anti-epileptic action of gabapentin.[A186277]    There is some evidence that gabapentin also acts on adenosine receptors[A11009, A186209] and voltage-gated potassium channels,[A186212] though the clinical relevance of its action at these sites is unclear."
656,"Doxorubicin is indicated for the treatment of neoplastic conditions like acute lymphoblastic leukemia, acute myeloblastic leukemia, Hodgkin and non-Hodgkin lymphoma, metastatic breast cancer, metastatic Wilms’ tumor, metastatic neuroblastoma, metastatic soft tissue and bone sarcomas, metastatic ovarian carcinoma, metastatic transitional cell bladder carcinoma, metastatic thyroid carcinoma, metastatic gastric carcinoma, and metastatic bronchogenic carcinoma.[L45231] Doxorubicin is also indicated for use as a component of adjuvant therapy in women with evidence of axillary lymph node involvement following resection of primary breast cancer.[L45231] For the liposomal formulation, doxorubicin is indicated for the treatment of ovarian cancer that has progressed or recurred after platinum-based chemotherapy, AIDS-Related Kaposi's Sarcoma after the failure of prior systemic chemotherapy or intolerance to such therapy, and multiple myeloma in combination with bortezomib in patients who have not previously received bortezomib and have received at least one prior therapy.[L45226]Doxorubicin is a cytotoxic anthracycline antibiotic isolated from cultures of Streptomyces peucetius var. caesius along side with daunorubicin, another cytotoxic agent, in 1970.[A1575,A257709,A257614] Although they both have aglyconic and sugar moieties, doxorubicin's side chain terminates with a primary alcohol group compared to the methyl group of daunorubicin.[A257709] Although its detailed molecular mechanisms have yet to be understood, doxorubicin is generally thought to exert its effect through DNA intercalation, which eventually leads to DNA damage and the generation of reactive oxygen species.[A257614] Thanks to its efficacy and broad effect, doxorubicin was approved by the FDA in 1974 to treat a variety of cancer, including but not limited to breast, lung, gastric, ovarian, thyroid, non-Hodgkin’s and Hodgkin’s lymphoma, multiple myeloma, sarcoma, and pediatric cancers.[A1573,A257614,L45231] However, one of the major side effects of doxorubicin is cardiotoxicity, which excludes patients with poor heart function and requires treatment termination once the maximally tolerated cumulative dose is reached.[A257719]Doxorubicin is a cytotoxic, cell-cycle non-specific anthracycline antibiotic.[A1574,A257674] It is generally thought to exert its antitumor effect by destabilizing DNA structures through intercalation, thus introducing DNA strand breakages and damages.[A257664,A18538,A257674] Not only does it alter the transcriptomes of the cells, failure in repairing DNA structures can also initiate the apoptotic pathways.[A257674,A257679] Additionally, doxorubicin intercalation can also interfere with vital enzyme activity, such as topoisomerase II, DNA polymerase, and RNA polymerase, leading to cell cycle arrests.[A257674] Finally, doxorubicin can also generate cytotoxic reactive oxygen species to exert cellular damages.[A257584]Generally, doxorubicin is thought to exert its antineoplastic activity through 2 primary mechanisms: intercalation into DNA and disrupt topoisomerase-mediated repairs and free radicals-mediated cellular damages.[A257614]    Doxorubicin can intercalate into DNA through the anthraquinone ring, which stabilizes the complex by forming hydrogen bonds with DNA bases.[A257659] Intercalation of doxorubicin can introduce torsional stress into the polynucleotide structure, thus destabilizing nucleosome structures and leading to nucleosome eviction and replacement.[A257664,A18538] Additionally, the doxorubicin-DNA complex can interfere with topoisomerase II enzyme activity by preventing relegation of topoisomerase-mediated DNA breaks, thus inhibiting replication and transcription and inducing apoptosis.[A257669,A257674]     Moreover, doxorubicin can be metabolized by microsomal NADPH-cytochrome P-450 reductase into a semiquinone radical, which can be reoxidized in the presence of oxygen to form oxygen radicals.[A1579,A257584] Reactive oxygen species have been known to cause cellular damage through various mechanisms, including lipid peroxidation and membrane damage, DNA damage, oxidative stress, and apoptosis.[A257634] Although free radicals generated from this pathway can be deactivated by catalase and superoxide dismutase, tumor and myocardial cells tend to lack these enzymes, thus explaining doxorubicin's effectiveness against cancer cells and tendency to cause cardiotoxicity.[A1579,A257584,A1578]  "
657,"For the acute treatment of migraine attacks with or without aura in adults. Frovatriptan is a triptan drug developed by Vernalis for the treatment of migraine headaches, in particular those associated with menstruation. Frovatriptan causes vasoconstriction of arteries and veins that supply blood to the head. Frovatriptan is a second generation triptan 5-HT receptor agonist that binds with high affinity for 5-HT1B and 5-HT1D receptors. It is structurally distinct from, but pharmacologically related to other selective 5-HT1B/1D receptor agonists. Frovatriptan has no significant effects on GABAA mediated channel activity and has no significant affinity for benzodiazepine binding sites. Frovatriptan is believed to act on extracerebral, intracranial arteries and to inhibit excessive dilation of these vessels in migraine. Research has shown that migraine can be caused by the swelling of blood vessels around the brain. Frovatriptan eases the pain associated with migraine by narrowing these blood vessels. Frovatriptan has one of the highest affinities for the 5-HT1B of the second-generation triptan agonists. Three distinct pharmacological actions have been implicated in the antimigraine effect of the triptans: (1) stimulation of presynaptic 5-HT1D receptors, which serves to inhibit both dural vasodilation and inflammation; (2) direct inhibition of trigeminal nuclei cell excitability via 5-HT1B/1D receptor agonism in the brainstem and (3) vasoconstriction of meningeal, dural, cerebral or pial vessels as a result of vascular 5-HT1B receptor agonism."
658,"Hydrochlorothiazide is indicated alone or in combination for the management of edema associated with congestive heart failure, hepatic cirrhosis, nephrotic syndrome, acute glomerulonephritis, chronic renal failure, and corticosteroid and estrogen therapy.[L8447,L8450] Hydrochlorothiazide is also indicated alone or in combination for the management of hypertension.[A185138,L8447,L8450,L45663]Hydrochlorothiazide is the most commonly prescribed thiazide diuretic.[A185138] It is indicated to treat edema and hypertension.[A185138,L8447,L8450] Hydrochlorothiazide use is common but declining in favour of angiotensin converting enzyme inhibitors.[A185138] Many combination products are available containing hydrochlorothiazide and angiotensin converting enzyme inhibitors[L8390,L8423] or angiotensin II receptor blockers.[L7426,L7459]    Hydrochlorothiazide was granted FDA approval on 12 February 1959.[L8444]Hydrochlorothiazide prevents the reabsorption of sodium and water from the distal convoluted tubule, allowing for the increased elimination of water in the urine.[A185138,A185180,A16730,L8447,L8450] Hydrochlorothiazide has a wide therapeutic window as dosing is individualized and can range from 25-100mg.[L8447,L8450] Hydrochlorothiazide should be used with caution in patients with reduced kidney or liver function.[L8447,L8450]Hydrochlorothiazide is transported from the circulation into epithelial cells of the distal convoluted tubule by the organic anion transporters OAT1, OAT3, and OAT4.[A185204,A185180] From these cells, hydrochlorothiazide is transported to the lumen of the tubule by multidrug resistance associated protein 4 (MRP4).[A185204]    Normally, sodium is reabsorbed into epithelial cells of the distal convoluted tubule and pumped into the basolateral interstitium by a sodium-potassium ATPase, creating a concentration gradient between the epithelial cell and the distal convoluted tubule that promotes the reabsorption of water.[A16730]    Hydrochlorothiazide acts on the proximal region of the distal convoluted tubule, inhibiting reabsorption by the sodium-chloride symporter, also known as Solute Carrier Family 12 Member 3 (SLC12A3).[A185138,A185180,A16730] Inhibition of SLC12A3 reduces the magnitude of the concentration gradient between the epithelial cell and distal convoluted tubule, reducing the reabsorption of water.[A16730]"
659,"For the treatment of bacterial infections caused by susceptible organisms.A cyclohexylamido analog of penicillanic acid.Cyclacillin, a penicillin, is a cyclohexylamido analog of penicillanic acid. Cyclacillin is more resistant to beta-lactamase hydrolysis than ampicillin, is much better absorbed when given by mouth and, as a result, the levels reached in the blood and in the urine are considerably higher than those obtained with the same dose of ampicillin. Cyclacillin has been replaced by newer penicillin treatments.The bactericidal activity of cyclacillin results from the inhibition of cell wall synthesis via affinity for penicillin-binding proteins (PBPs). Cyclacillin is stable in the presence of a variety of b-lactamases, including penicillinases and some cephalosporinases."
