id,entity
1873,DB11090
1874,DB11091
1875,DB11093
1876,DB11094
1877,DB11095
1878,DB11097
1879,DB11098
1880,DB11100
1881,DB11102
1882,DB11110
1883,DB11113
1884,DB11114
1885,DB11121
1886,DB11124
1887,DB11126
1888,DB11127
1889,DB11130
1890,DB11133
1891,DB11135
1892,DB11136
1893,DB11143
1894,DB11145
1895,DB11148
1896,DB11153
1897,DB11156
1898,DB11164
1899,DB11166
1900,DB11171
1901,DB11181
1902,DB11198
1903,DB11201
1904,DB11228
1905,DB11230
1906,DB11235
1907,DB11239
1908,DB11248
1909,DB11251
1910,DB11256
1911,DB11273
1912,DB11274
1913,DB11275
1914,DB11278
1915,DB11282
1916,DB11304
1917,DB11311
1918,DB11312
1919,DB11323
1920,DB11328
1921,DB11330
1922,DB11338
1923,DB11348
1924,DB11362
1925,DB11363
1926,DB11560
1927,DB11569
1928,DB11573
1929,DB11574
1930,DB11575
1931,DB11577
1932,DB11580
1933,DB11581
1934,DB11586
1935,DB11587
1936,DB11590
1937,DB11591
1938,DB11595
1939,DB11596
1940,DB11597
1941,DB11598
1942,DB11603
1943,DB11604
1944,DB11606
1945,DB11608
1946,DB11609
1947,DB11613
1948,DB11614
1949,DB11619
1950,DB11621
1951,DB11622
1952,DB11627
1953,DB11630
1954,DB11632
1955,DB11633
1956,DB11635
1957,DB11637
1958,DB11638
1959,DB11640
1960,DB11641
1961,DB11642
1962,DB11644
1963,DB11652
1964,DB11653
1965,DB11660
1966,DB11672
1967,DB11677
1968,DB11679
1969,DB11682
1970,DB11689
1971,DB11691
1972,DB11693
1973,DB11697
1974,DB11699
1975,DB11703
1976,DB11712
1977,DB11714
1978,DB11718
1979,DB11730
1980,DB11732
1981,DB11739
1982,DB11751
1983,DB11753
1984,DB11757
1985,DB11760
1986,DB11761
1987,DB11763
1988,DB11767
1989,DB11771
1990,DB11776
1991,DB11791
1992,DB11793
1993,DB11796
1994,DB11799
1995,DB11800
1996,DB11817
1997,DB11823
1998,DB11827
1999,DB11828
2000,DB11834
2001,DB11837
2002,DB11842
2003,DB11850
2004,DB11853
2005,DB11855
2006,DB11859
2007,DB11866
2008,DB11886
2009,DB11901
2010,DB11915
2011,DB11921
2012,DB11932
2013,DB11936
2014,DB11942
2015,DB11943
2016,DB11945
2017,DB11951
2018,DB11952
2019,DB11963
2020,DB11967
2021,DB11976
2022,DB11978
2023,DB11979
2024,DB11986
2025,DB11988
2026,DB11989
2027,DB11994
2028,DB11995
2029,DB12001
2030,DB12005
2031,DB12010
2032,DB12015
2033,DB12016
2034,DB12020
2035,DB12023
2036,DB12026
2037,DB12035
2038,DB12070
2039,DB12095
2040,DB12107
2041,DB12130
2042,DB12141
2043,DB12147
2044,DB12151
2045,DB12159
2046,DB12161
2047,DB12169
2048,DB12184
2049,DB12218
2050,DB12235
2051,DB12236
2052,DB12240
2053,DB12245
2054,DB12255
2055,DB12265
2056,DB12267
2057,DB12274
2058,DB12278
2059,DB12301
2060,DB12329
2061,DB12332
2062,DB12364
2063,DB12371
2064,DB12377
2065,DB12404
2066,DB12455
2067,DB12457
2068,DB12466
2069,DB12471
2070,DB12473
2071,DB12483
2072,DB12489
2073,DB12498
2074,DB12499
2075,DB12500
2076,DB12513
2077,DB12530
2078,DB12532
2079,DB12543
2080,DB12548
2081,DB12597
2082,DB12612
2083,DB12615
2084,DB12674
2085,DB12688
2086,DB12698
2087,DB12713
2088,DB12783
2089,DB12825
2090,DB12839
2091,DB12874
2092,DB12887
2093,DB12893
2094,DB12909
2095,DB12911
2096,DB12917
2097,DB12924
2098,DB12941
2099,DB12942
2100,DB12978
2101,DB13007
2102,DB13055
2103,DB13074
2104,DB13125
2105,DB13133
2106,DB13139
2107,DB13140
2108,DB13142
2109,DB13144
2110,DB13145
2111,DB13148
2112,DB13149
2113,DB13150
2114,DB13151
2115,DB13152
2116,DB13153
2117,DB13154
2118,DB13155
2119,DB13156
2120,DB13158
2121,DB13167
2122,DB13170
2123,DB13178
2124,DB13179
2125,DB13180
2126,DB13192
2127,DB13200
2128,DB13209
2129,DB13231
2130,DB13249
2131,DB13257
2132,DB13268
2133,DB13269
2134,DB13293
2135,DB13345
2136,DB13346
2137,DB13501
2138,DB13503
2139,DB13583
2140,DB13595
2141,DB13615
2142,DB13620
2143,DB13707
2144,DB13720
2145,DB13746
2146,DB13747
2147,DB13749
2148,DB13751
2149,DB13783
2150,DB13800
2151,DB13848
2152,DB13854
2153,DB13867
2154,DB13872
2155,DB13873
2156,DB13874
2157,DB13878
2158,DB13879
2159,DB13881
2160,DB13884
2161,DB13886
2162,DB13896
2163,DB13909
2164,DB13913
2165,DB13915
2166,DB13923
2167,DB13924
2168,DB13925
2169,DB13928
2170,DB13933
2171,DB13941
2172,DB13943
2173,DB13944
2174,DB13946
2175,DB13949
2176,DB13952
2177,DB13953
2178,DB13954
2179,DB13955
2180,DB13956
2181,DB13960
2182,DB13961
2183,DB13967
2184,DB13979
2185,DB13985
2186,DB13987
2187,DB13995
2188,DB13997
2189,DB13999
2190,DB14001
2191,DB14002
2192,DB14003
2193,DB14004
2194,DB14006
2195,DB14007
2196,DB14012
2197,DB14018
2198,DB14019
2199,DB14033
2200,DB14039
2201,DB14040
2202,DB14041
2203,DB14042
2204,DB14048
2205,DB14184
2206,DB14185
2207,DB14186
2208,DB14193
2209,DB14194
2210,DB14443
2211,DB14473
2212,DB14481
2213,DB14487
2214,DB14488
2215,DB14489
2216,DB14490
2217,DB14491
2218,DB14498
2219,DB14499
2220,DB14500
2221,DB14502
2222,DB14503
2223,DB14507
2224,DB14509
2225,DB14512
2226,DB14513
2227,DB14520
2228,DB14527
2229,DB14528
2230,DB14529
2231,DB14530
2232,DB14533
2233,DB14539
2234,DB14540
2235,DB14541
2236,DB14542
2237,DB14543
2238,DB14544
2239,DB14548
2240,DB14562
2241,DB14568
2242,DB14569
2243,DB14580
2244,DB14583
2245,DB14597
2246,DB14598
2247,DB14600
2248,DB14631
2249,DB14655
2250,DB14669
2251,DB14684
2252,DB14700
2253,DB14707
2254,DB14711
2255,DB14712
2256,DB14713
2257,DB14723
2258,DB14724
2259,DB14730
2260,DB14731
2261,DB14738
2262,DB14740
2263,DB00781
2264,DB14754
2265,DB14761
2266,DB14762
2267,DB14766
2268,DB14783
2269,DB14805
2270,DB14811
2271,DB14840
2272,DB14845
2273,DB14851
2274,DB14864
2275,DB14879
2276,DB14881
2277,DB14895
2278,DB14910
2279,DB14919
2280,DB14921
2281,DB14924
2282,DB14960
2283,DB14962
2284,DB14967
2285,DB14973
2286,DB14975
2287,DB14989
2288,DB14996
2289,DB14999
2290,DB15001
2291,DB15011
2292,DB15031
2293,DB15035
2294,DB15043
2295,DB15044
2296,DB15066
2297,DB15090
2298,DB15091
2299,DB15093
2300,DB15097
2301,DB15102
2302,DB15114
2303,DB15119
2304,DB15133
2305,DB15149
2306,DB15171
2307,DB15218
2308,DB15226
2309,DB15233
2310,DB15248
2311,DB15258
2312,DB15270
2313,DB15283
2314,DB15305
2315,DB15328
2316,DB15413
2317,DB15434
2318,DB15442
2319,DB15444
2320,DB15456
2321,DB15463
2322,DB15465
2323,DB15483
2324,DB15490
2325,DB15494
2326,DB15528
2327,DB15561
2328,DB15566
2329,DB15568
2330,DB15569
2331,DB15572
2332,DB15575
2333,DB15593
2334,DB15595
2335,DB15598
2336,DB15617
2337,DB15626
2338,DB15627
2339,DB15654
2340,DB15656
2341,DB15669
2342,DB15673
2343,DB15685
2344,DB15688
2345,DB15690
2346,DB15694
2347,DB15699
2348,DB15718
2349,DB15719
2350,DB15762
2351,DB15766
2352,DB15810
2353,DB15822
2354,DB15857
2355,DB15873
2356,DB15874
2357,DB15898
2358,DB15899
2359,DB15900
2360,DB15940
2361,DB15941
2362,DB15965
2363,DB15982
2364,DB16007
2365,DB16019
2366,DB16098
2367,DB16165
2368,DB16200
2369,DB16217
2370,DB16220
2371,DB16222
2372,DB16226
2373,DB16236
2374,DB16258
2375,DB16261
2376,DB16267
2377,DB16355
2378,DB16371
2379,DB16385
2380,DB16390
2381,DB16393
2382,DB16394
2383,DB16405
2384,DB16582
2385,DB16611
2386,DB16628
2387,DB16629
2388,DB16648
2389,DB16650
2390,DB16655
2391,DB16665
2392,DB16672
2393,DB16691
2394,DB16694
2395,DB16695
2396,DB16703
2397,DB16704
2398,DB16709
2399,DB16732
2400,DB16738
2401,DB16746
2402,DB16820
2403,DB16826
2404,DB16900
2405,DB17083
2406,DB17088
2407,DB17472
2408,DB17538
2409,DB17743
2410,DB17762
2411,DB17851
2412,DB17929
2413,DB18701
2414,DB18704
2415,DB18705
2416,DB18716
2417,BE0001075
2418,BE0002433
2419,BE0001198
2420,BE0000394
2421,BE0002363
2422,BE0002793
2423,BE0000048
2424,BE0000380
2425,BE0001183
2426,BE0002124
2427,BE0002125
2428,BE0000262
2429,BE0000017
2430,BE0000657
2431,BE0002638
2432,BE0002204
2433,BE0003533
2434,BE0003536
2435,BE0000549
2436,BE0002240
2437,BE0002180
2438,BE0000421
2439,BE0002362
2440,BE0002148
2441,BE0010031
2442,BE0000456
2443,BE0002668
2444,BE0009637
2445,BE0000300
2446,BE0002190
2447,BE0000237
2448,BE0000519
2449,BE0000784
2450,BE0000636
2451,BE0001979
2452,BE0000004
2453,BE0000825
2454,BE0000003
2455,BE0001035
2456,BE0002236
2457,BE0002239
2458,BE0002241
2459,BE0002243
2460,BE0001273
2461,BE0002245
2462,BE0000321
2463,BE0000219
2464,BE0000273
2465,BE0002235
2466,BE0002237
2467,BE0002238
2468,BE0002227
2469,BE0002242
2470,BE0002244
2471,BE0000304
2472,BE0000432
2473,BE0000407
2474,BE0000288
2475,BE0000170
2476,BE0000543
2477,BE0002248
2478,BE0002178
2479,BE0002249
2480,BE0002176
2481,BE0002250
2482,BE0002257
2483,BE0000176
2484,BE0000355
2485,BE0009980
2486,BE0002195
2487,BE0002202
2488,BE0002206
2489,BE0002208
2490,BE0002256
2491,BE0000528
2492,BE0002198
2493,BE0000010
2494,BE0000618
2495,BE0000737
2496,BE0002302
2497,BE0000443
2498,BE0001343
2499,BE0002311
2500,BE0000121
2501,BE0000080
2502,BE0000228
2503,BE0000693
2504,BE0003532
2505,BE0002151
2506,BE0004673
2507,BE0000157
2508,BE0009876
2509,BE0009877
2510,BE0009671
2511,BE0003537
2512,BE0000524
2513,BE0000265
2514,BE0000330
2515,BE0003480
2516,BE0000814
2517,BE0000815
2518,BE0000810
2519,BE0000166
2520,BE0001184
2521,BE0000735
2522,BE0002390
2523,BE0002189
2524,BE0003543
2525,BE0000042
2526,BE0000278
2527,BE0003546
2528,BE0002364
2529,BE0003683
2530,BE0002887
2531,BE0003336
2532,BE0001111
2533,BE0003549
2534,BE0003612
2535,BE0003539
2536,BE0003541
2537,BE0004866
2538,BE0002196
2539,BE0003534
2540,BE0003609
2541,BE0004696
2542,BE0002214
2543,BE0002090
2544,BE0003677
2545,BE0003544
2546,BE0004694
2547,BE0004695
2548,BE0003682
2549,BE0003538
2550,BE0003678
2551,BE0003679
2552,BE0002705
2553,BE0003562
2554,BE0002804
2555,BE0003608
2556,BE0003611
2557,BE0003606
2558,BE0003607
2559,BE0000731
2560,BE0009565
2561,BE0002089
2562,BE0009371
2563,BE0009372
2564,BE0004697
2565,BE0010006
2566,BE0003542
2567,BE0003681
2568,BE0004477
2569,BE0004780
2570,BE0009626
2571,BE0009627
2572,BE0001148
2573,BE0000927
2574,BE0004767
2575,BE0002194
2576,BE0000807
2577,BE0009343
2578,BE0002193
2579,BE0000077
2580,BE0000426
2581,BE0001052
2582,BE0000344
2583,BE0004764
2584,BE0003074
2585,BE0004740
2586,BE0001260
2587,BE0000133
2588,BE0000987
2589,BE0004639
2590,BE0000637
2591,BE0003106
2592,BE0002443
2593,BE0001542
2594,BE0001320
2595,BE0001493
2596,BE0001032
2597,BE0000329
2598,BE0000126
2599,BE0000622
2600,BE0000438
2601,BE0002639
2602,BE0009758
2603,BE0003680
2604,BE0004429
2605,BE0000818
2606,BE0004778
2607,BE0004779
2608,BE0000767
2609,BE0000960
2610,BE0002456
2611,BE0002457
2612,BE0000324
2613,BE0004473
2614,BE0000374
2615,BE0000138
2616,BE0003559
2617,BE0000700
2618,BE0001240
2619,BE0010185
2620,BE0002351
2621,BE0000514
2622,BE0000248
2623,BE0001640
2624,BE0000351
2625,BE0004667
2626,BE0000059
2627,BE0004760
2628,BE0003550
2629,BE0001262
2630,BE0003281
2631,BE0000250
2632,BE0003540
2633,BE0004712
2634,BE0001204
2635,BE0009756
2636,BE0004909
2637,BE0000886
2638,BE0000951
2639,BE0000131
2640,BE0009693
2641,BE0000747
2642,BE0004771
2643,BE0004454
2644,BE0000615
2645,BE0004773
2646,BE0004774
2647,BE0009673
2648,BE0002561
2649,BE0004887
2650,BE0003610
2651,BE0000585
2652,BE0002615
2653,BE0000503
2654,BE0001274
2655,BE0000552
2656,BE0000592
2657,BE0000458
2658,BE0009686
2659,BE0009688
2660,BE0009689
2661,BE0009690
2662,BE0009692
2663,BE0000261
2664,BE0009567
2665,BE0009765
2666,BE0004761
2667,BE0000227
2668,BE0000400
2669,BE0000465
2670,BE0000009
2671,BE0000360
2672,BE0000522
2673,BE0003545
2674,BE0004352
2675,BE0009795
2676,BE0009796
2677,BE0000865
2678,BE0008629
2679,BE0001096
2680,BE0004700
2681,BE0009809
2682,BE0002281
2683,BE0000761
2684,BE0000722
2685,BE0004443
2686,BE0000517
2687,BE0004353
2688,BE0000729
2689,BE0000191
2690,BE0000307
2691,BE0000067
2692,BE0000263
2693,BE0000005
2694,BE0004008
2695,BE0002290
2696,BE0000638
2697,BE0004727
2698,BE0010058
2699,BE0000713
2700,BE0004729
2701,BE0009569
2702,BE0003894
2703,BE0001426
2704,BE0003553
2705,BE0000959
2706,BE0000930
2707,BE0001064
2708,BE0000875
2709,BE0003195
2710,BE0002566
2711,BE0003547
2712,BE0003548
2713,BE0000854
2714,BE0003589
2715,BE0001482
2716,BE0001222
2717,BE0000267
2718,BE0002015
2719,BE0002831
2720,BE0009747
2721,BE0000194
2722,BE0001264
2723,BE0000051
2724,BE0001230
2725,BE0000569
2726,BE0000753
2727,BE0004604
2728,BE0001066
2729,BE0003645
2730,BE0003659
2731,BE0009325
2732,BE0002436
2733,BE0010183
2734,BE0004873
2735,BE0009802
2736,BE0000481
2737,BE0003578
2738,BE0000539
2739,BE0009560
2740,BE0000266
2741,BE0000220
2742,BE0004387
2743,BE0001197
2744,BE0009340
2745,BE0002330
2746,BE0000391
2747,BE0001078
2748,BE0004461
2749,BE0004453
2750,BE0004687
2751,BE0000111
2752,BE0004728
2753,BE0000683
2754,BE0008657
2755,BE0001473
2756,BE0003841
2757,BE0008719
2758,BE0002181
2759,BE0004584
2760,BE0000309
2761,BE0001185
2762,BE0000152
2763,BE0008675
2764,BE0000008
2765,BE0001207
2766,BE0009854
2767,BE0009855
2768,BE0009333
2769,BE0009763
2770,BE0008684
2771,BE0000335
2772,BE0000252
2773,BE0002200
2774,BE0001181
2775,BE0001105
2776,BE0000595
2777,BE0003785
2778,BE0000574
2779,BE0000182
2780,BE0000972
2781,BE0001153
2782,BE0000883
2783,BE0009328
2784,BE0009329
2785,BE0009330
2786,BE0004122
2787,BE0009701
2788,BE0009702
2789,BE0009703
2790,BE0009704
2791,BE0000888
2792,BE0002247
2793,BE0004135
2794,BE0001108
2795,BE0001056
2796,BE0001251
2797,BE0000350
2798,BE0000554
2799,BE0004455
2800,BE0010200
2801,BE0000105
2802,BE0002499
2803,BE0000816
2804,BE0000896
2805,BE0003753
2806,BE0004605
2807,BE0000648
2808,BE0000734
2809,BE0000216
2810,BE0000511
2811,BE0004865
2812,BE0003657
2813,BE0009868
2814,BE0009503
2815,BE0010048
2816,BE0000973
2817,BE0000600
2818,BE0009336
2819,BE0001140
2820,BE0009858
2821,BE0000510
2822,BE0008687
2823,BE0009859
2824,BE0000229
2825,BE0004762
2826,BE0009369
2827,BE0000082
2828,BE0000014
2829,BE0000484
2830,BE0000269
2831,BE0001073
2832,BE0000732
2833,BE0000016
2834,BE0000239
2835,BE0001671
2836,BE0001123
2837,BE0000322
2838,BE0000852
2839,BE0000809
2840,BE0002285
2841,BE0004541
2842,BE0000819
2843,BE0002282
2844,BE0002279
2845,BE0000876
2846,BE0000971
2847,BE0000939
2848,BE0002135
2849,BE0010015
2850,SMP0000278
2851,SMP0000474
2852,SMP0000277
2853,SMP0000280
2854,SMP0000284
2855,SMP0000285
2856,SMP0000281
2857,SMP0000283
2858,SMP0000265
2859,SMP0000266
2860,SMP0000476
2861,SMP0000282
2862,SMP0000420
2863,SMP0000004
2864,SMP0000006
2865,SMP0000012
2866,SMP0000020
2867,SMP0000044
2868,SMP0000123
2869,SMP0000177
2870,SMP0000188
2871,SMP0000191
2872,SMP0000218
2873,SMP0000327
2874,SMP0000360
2875,SMP0000361
2876,SMP0000428
2877,SMP0000429
2878,SMP0000465
2879,SMP0000507
2880,SMP0000715
2881,SMP0002313
2882,SMP0014216
2883,SMP0014218
2884,SMP0014220
2885,SMP0014224
2886,SMP0014228
2887,SMP0014229
2888,SMP0014230
2889,SMP0014233
2890,SMP0014235
2891,SMP0014240
2892,SMP0014242
2893,SMP0000370
2894,SMP0000206
2895,SMP0000008
2896,SMP0000369
2897,SMP0014245
2898,SMP0014248
2899,SMP0014249
2900,SMP0014255
2901,SMP0014267
2902,SMP0014272
2903,SMP0014274
2904,SMP0014277
2905,SMP0014278
2906,SMP0014279
2907,SMP0014287
2908,SMP0014290
2909,SMP0014291
2910,SMP0014294
2911,SMP0014300
2912,SMP0014303
2913,SMP0000030
2914,SMP0000170
2915,SMP0002295
2916,SMP0000450
2917,SMP0002292
2918,SMP0000169
2919,SMP0000190
2920,SMP0000451
2921,SMP0000494
2922,SMP0000497
2923,SMP0000498
2924,SMP0000533
2925,SMP0000045
2926,SMP0000126
2927,SMP0000167
2928,SMP0000220
2929,SMP0000385
2930,SMP0000512
2931,SMP0000534
2932,SMP0000536
2933,SMP0000537
2934,SMP0002358
2935,SMP0000002
2936,SMP0000003
2937,SMP0000009
2938,SMP0000046
2939,SMP0000050
2940,SMP0000072
2941,SMP0000202
2942,SMP0000210
2943,SMP0000216
2944,SMP0000217
2945,SMP0000240
2946,SMP0000339
2947,SMP0000364
2948,SMP0000365
2949,SMP0000390
2950,SMP0000535
2951,SMP0002298
2952,SMP0002359
2953,SMP0000001
2954,SMP0000018
2955,SMP0000248
2956,SMP0000251
2957,SMP0000254
2958,SMP0000293
2959,SMP0000294
2960,SMP0000713
2961,SMP0000730
2962,SMP0000731
2963,SMP0000033
2964,SMP0000221
2965,SMP0000223
2966,SMP0000244
2967,SMP0000252
2968,SMP0000253
2969,SMP0000258
2970,SMP0000290
2971,SMP0000291
2972,SMP0000292
2973,SMP0000295
2974,SMP0000445
2975,SMP0000712
2976,SMP0000714
2977,SMP0000727
2978,SMP0000728
2979,SMP0000729
2980,SMP0000179
2981,SMP0000716
2982,SMP0000071
2983,SMP0000136
2984,SMP0000138
2985,SMP0000200
2986,SMP0000207
2987,SMP0000208
2988,SMP0000243
2989,SMP0000363
2990,SMP0000506
2991,SMP0000523
2992,SMP0000546
2993,SMP0000547
2994,SMP0000548
2995,SMP0000549
2996,SMP0000567
2997,SMP0000654
2998,SMP0002291
2999,SMP0000032
3000,SMP0000140
3001,SMP0000141
3002,SMP0000199
3003,SMP0000236
3004,SMP0000237
3005,SMP0000238
3006,SMP0000362
3007,SMP0000384
3008,SMP0000504
3009,SMP0000070
3010,SMP0000016
3011,SMP0000084
3012,SMP0000085
3013,SMP0000086
3014,SMP0000096
3015,SMP0000101
3016,SMP0000104
3017,SMP0000137
3018,SMP0000139
3019,SMP0000173
3020,SMP0000186
3021,SMP0000239
3022,SMP0000289
3023,SMP0000024
3024,SMP0000314
3025,SMP0000501
3026,SMP0000720
3027,SMP0000035
3028,SMP0000144
3029,SMP0000168
3030,SMP0000183
3031,SMP0000203
3032,SMP0000063
3033,SMP0000076
3034,SMP0000543
3035,SMP0000053
3036,SMP0000432
3037,SMP0000724
3038,SMP0000074
3039,SMP0000336
3040,SMP0000017
3041,SMP0000503
3042,SMP0000099
3043,SMP0000111
3044,SMP0000209
3045,SMP0000388
3046,SMP0000389
3047,SMP0000510
3048,SMP0000082
3049,SMP0000089
3050,SMP0000092
3051,SMP0000107
3052,SMP0000117
3053,SMP0000119
3054,SMP0000319
3055,SMP0000508
3056,SMP0000023
3057,SMP0000079
3058,SMP0000095
3059,SMP0000112
3060,SMP0000131
3061,SMP0000386
3062,SMP0000387
3063,SMP0000509
3064,SMP0000511
3065,SMP0000427
3066,SMP0000430
3067,SMP0000513
3068,SMP0000165
3069,SMP0000154
3070,SMP0000597
3071,SMP0000431
3072,SMP0000628
3073,SMP0000301
3074,SMP0000671
3075,SMP0000637
3076,SMP0000299
3077,SMP0000250
3078,SMP0000028
3079,SMP0000247
3080,SMP0000261
3081,SMP0000611
3082,SMP0000615
3083,SMP0000228
3084,SMP0000118
3085,SMP0000424
3086,SMP0000627
3087,SMP0000642
3088,SMP0000743
3089,SMP0000326
3090,SMP0000618
3091,SMP0000302
3092,SMP0000270
3093,SMP0000656
3094,SMP0000378
3095,SMP0000163
3096,SMP0000276
3097,SMP0000325
3098,SMP0000328
3099,SMP0000398
3100,SMP0000620
3101,SMP0058891
3102,SMP0000636
3103,SMP0000406
3104,SMP0000405
3105,SMP0000623
3106,SMP0000407
3107,SMP0000621
3108,SMP0000622
3109,SMP0000404
3110,SMP0000393
3111,SMP0000630
3112,SMP0000287
3113,SMP0000332
3114,SMP0000438
3115,SMP0000122
3116,SMP0000635
3117,SMP0000640
3118,SMP0000710
3119,SMP0000473
3120,SMP0000410
3121,SMP0000408
3122,SMP0000624
3123,SMP0000298
3124,SMP0000613
3125,SMP0000226
3126,SMP0059058
3127,SMP0060208
3128,SMP0000359
3129,SMP0000647
3130,SMP0058964
3131,SMP0000486
3132,SMP0000505
3133,SMP0000650
3134,SMP0000487
3135,SMP0000488
3136,SMP0000005
3137,SMP0000489
3138,SMP0000490
3139,SMP0000491
3140,SMP0063777
3141,SMP0000439
3142,SMP0058803
3143,SMP0000392
3144,SMP0000403
3145,SMP0000415
3146,SMP0000417
3147,SMP0000678
3148,SMP0000680
3149,SMP0000689
3150,SMP0000690
3151,SMP0000400
3152,SMP0000411
3153,SMP0000412
3154,SMP0000416
3155,SMP0000426
3156,SMP0000672
3157,SMP0000674
3158,SMP0000679
3159,SMP0000683
3160,SMP0062885
3161,SMP0000469
3162,SMP0000607
3163,SMP0000659
3164,SMP0000329
3165,SMP0000376
3166,SMP0000132
3167,SMP0000380
3168,SMP0000371
3169,SMP0000575
3170,SMP0000717
3171,SMP0000372
3172,SMP0000577
3173,SMP0000718
3174,SMP0000130
3175,SMP0000373
3176,SMP0000566
3177,SMP0000576
3178,SMP0000578
3179,SMP0000648
3180,SMP0000381
3181,SMP0057580
3182,SMP0000272
3183,SMP0000275
3184,SMP0000653
3185,SMP0000134
3186,SMP0057581
3187,SMP0059694
3188,SMP0000090
3189,SMP0000603
3190,SMP0000446
3191,SMP0000443
3192,SMP0000602
3193,SMP0000614
3194,SMP0000227
3195,SMP0000256
3196,SMP0060195
3197,SMP0000422
3198,SMP0000625
3199,SMP0000114
3200,SMP0000098
3201,SMP0000706
3202,SMP0000646
3203,SMP0000644
3204,SMP0000660
3205,SMP0000149
3206,SMP0000594
3207,SMP0000747
3208,SMP0000409
3209,SMP0000655
3210,SMP0000704
3211,SMP0000232
3212,SMP0000617
3213,SMP0000286
3214,SMP0000157
3215,SMP0000599
3216,SMP0000658
3217,SMP0000105
3218,SMP0000396
3219,SMP0000472
3220,SMP0000447
3221,SMP0000604
3222,SMP0000087
3223,SMP0000437
3224,SMP0000145
3225,SMP0000591
3226,SMP0000470
3227,SMP0000608
3228,SMP0000077
3229,SMP0058936
3230,SMP0000634
3231,SMP0059110
3232,SMP0000273
3233,SMP0000436
3234,SMP0000307
3235,SMP0000696
3236,SMP0000116
3237,SMP0000052
3238,SMP0000539
3239,SMP0000541
3240,SMP0000051
3241,SMP0000482
3242,SMP0000538
3243,SMP0000540
3244,SMP0000545
3245,SMP0000181
3246,SMP0000185
3247,SMP0000235
3248,SMP0000516
3249,SMP0000517
3250,SMP0000542
3251,SMP0000593
3252,SMP0000148
3253,SMP0000233
3254,SMP0000093
3255,SMP0000133
3256,SMP0000368
3257,SMP0000094
3258,SMP0000103
3259,SMP0000300
3260,SMP0031694
3261,SMP0000356
3262,SMP0030406
3263,SMP0000068
3264,SMP0000565
3265,SMP0000740
3266,SMP0000048
3267,SMP0000440
3268,SMP0000631
3269,SMP0059897
3270,SMP0000214
3271,SMP0000222
3272,SMP0000340
3273,SMP0000341
3274,SMP0000570
3275,SMP0000029
3276,SMP0000320
3277,SMP0000321
3278,SMP0000745
3279,SMP0000686
3280,SMP0000532
3281,SMP0030880
3282,SMP0000041
3283,SMP0000375
3284,SMP0000661
3285,SMP0000246
3286,SMP0000606
3287,SMP0000471
3288,SMP0000162
3289,SMP0000268
3290,SMP0000711
3291,SMP0000652
3292,SMP0000151
3293,SMP0000595
3294,SMP0000115
3295,SMP0000135
3296,SMP0000687
3297,SMP0000738
3298,SMP0000649
3299,SMP0000742
3300,SMP0000697
3301,SMP0000629
3302,SMP0059865
3303,SMP0000402
3304,SMP0000150
3305,SMP0000453
3306,SMP0000612
3307,SMP0000225
3308,SMP0058956
3309,SMP0000310
3310,SMP0058797
3311,SMP0000401
3312,SMP0061191
3313,SMP0000260
3314,SMP0000610
3315,SMP0000600
3316,SMP0000433
3317,SMP0060740
3318,SMP0000601
3319,SMP0000442
3320,SMP0000108
3321,SMP0000267
3322,SMP0062625
3323,SMP0000109
3324,SMP0000120
3325,SMP0000152
3326,SMP0057587
3327,SMP0000158
3328,SMP0000413
3329,SMP0000110
3330,SMP0000701
3331,SMP0000106
3332,SMP0000694
3333,SMP0057579
3334,SMP0000662
3335,SMP0000691
3336,SMP0000021
3337,SMP0000027
3338,SMP0000673
3339,SMP0000344
3340,SMP0000346
3341,SMP0000242
3342,SMP0000342
3343,SMP0000345
3344,SMP0000484
3345,SMP0000485
3346,SMP0000721
3347,SMP0000441
3348,SMP0000632
3349,SMP0000230
3350,SMP0000159
3351,SMP0000741
3352,SMP0000078
3353,SMP0000596
3354,SMP0000153
3355,SMP0000088
3356,SMP0000449
3357,SMP0000739
3358,SMP0059730
3359,SMP0000097
3360,SMP0000395
3361,SMP0000323
3362,SMP0000454
3363,SMP0000692
3364,SMP0000702
3365,SMP0000075
3366,SMP0000083
3367,SMP0000102
3368,SMP0000113
3369,SMP0000695
3370,SMP0000699
3371,SMP0000707
3372,SMP0000708
3373,SMP0059868
3374,SMP0000684
3375,SMP0000231
3376,SMP0000709
3377,SMP0000746
3378,SMP0000271
3379,SMP0000633
3380,SMP0060218
3381,SMP0000257
3382,SMP0000306
3383,SMP0000399
3384,SMP0000164
3385,SMP0060201
3386,SMP0060741
3387,SMP0000264
3388,SMP0000308
3389,SMP0000645
3390,SMP0000100
3391,SMP0000397
3392,SMP0000460
3393,SMP0000121
3394,SMP0000269
3395,SMP0000279
3396,SMP0000274
3397,SMP0000288
3398,SMP0000464
3399,SMP0000586
3400,SMP0000619
3401,SMP0000377
3402,SMP0000161
3403,SMP0000609
3404,SMP0000324
3405,SMP0000737
3406,SMP0000590
3407,SMP0000382
3408,SMP0000330
3409,SMP0000663
3410,SMP0059211
3411,SMP0058785
3412,SMP0000675
3413,SMP0000259
3414,SMP0061040
3415,SMP0000664
3416,SMP0060224
3417,SMP0000358
3418,SMP0056661
3419,SMP0000379
3420,SMP0000665
3421,SMP0000461
3422,SMP0000616
3423,SMP0000229
